timestamp,utc_time,strategy,series,regime,clock_session,macro_blackout,pnl_ungated,pnl_gated,s8_allowed,s8_action,paired,adverse,note
1789974000,2026-09-21 07:00:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789974000,2026-09-21 07:00:00Z,S3_FEE_FARM,15m,ASIA,ASIA,False,0.114,0.114,True,TRADE_NORMAL,1,0,pair 6sh +$0.11 | Down naked 12sh -> 0.49 ($+0.00)
1789974300,2026-09-21 07:05:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.2,0.2,True,TRADE_NORMAL,1,0,pair 10sh +$0.20 | Up naked 40sh -> 0.49 ($+0.00)
1789974600,2026-09-21 07:10:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789974900,2026-09-21 07:15:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789974900,2026-09-21 07:15:00Z,S3_FEE_FARM,15m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789975200,2026-09-21 07:20:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789975500,2026-09-21 07:25:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789975800,2026-09-21 07:30:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,-22.8682,-22.8682,True,TRADE_NORMAL,0,1,single-leg: Up naked 50sh -> 0.03 ($-22.87)
1789975800,2026-09-21 07:30:00Z,S3_FEE_FARM,15m,ASIA,ASIA,False,-11.9317,-11.9317,True,TRADE_NORMAL,0,1,single-leg: Up naked 50sh -> 0.27 ($-11.93)
1789976100,2026-09-21 07:35:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789976400,2026-09-21 07:40:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789976700,2026-09-21 07:45:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,single-leg: Down naked 5sh -> 0.49 ($+0.00)
1789976700,2026-09-21 07:45:00Z,S3_FEE_FARM,15m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789977000,2026-09-21 07:50:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789977300,2026-09-21 07:55:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789977600,2026-09-21 08:00:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789977600,2026-09-21 08:00:00Z,S3_FEE_FARM,15m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789977900,2026-09-21 08:05:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789978200,2026-09-21 08:10:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789978500,2026-09-21 08:15:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.2,0.2,True,TRADE_NORMAL,1,0,pair 10sh +$0.20 | Down naked 40sh -> 0.49 ($+0.00)
1789978500,2026-09-21 08:15:00Z,S3_FEE_FARM,15m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789978800,2026-09-21 08:20:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,-18.1587,-18.1587,True,TRADE_NORMAL,0,1,single-leg: Down naked 50sh -> 0.13 ($-18.16)
1789979100,2026-09-21 08:25:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789979400,2026-09-21 08:30:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789979400,2026-09-21 08:30:00Z,S3_FEE_FARM,15m,ASIA,ASIA,False,-24.0346,-24.0346,True,TRADE_NORMAL,0,1,single-leg: Down naked 50sh -> 0.01 ($-24.03)
1789979700,2026-09-21 08:35:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,-20.5222,-20.5222,True,TRADE_NORMAL,0,1,single-leg: Down naked 50sh -> 0.09 ($-20.52)
1789980000,2026-09-21 08:40:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789980300,2026-09-21 08:45:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789980300,2026-09-21 08:45:00Z,S3_FEE_FARM,15m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,single-leg: Up naked 50sh -> 0.49 ($+0.00)
1789980600,2026-09-21 08:50:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,0.0,0.0,True,TRADE_NORMAL,0,0,
1789980900,2026-09-21 08:55:00Z,S3_FEE_FARM,5m,ASIA,ASIA,False,-15.7777,-15.7777,True,TRADE_NORMAL,0,1,single-leg: Up naked 50sh -> 0.18 ($-15.78)
